鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
中山區,房地(土地+建物),臺北市中山區吉林路351~400號,3.76,住,,,10109,土地1建物1車位0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,681219,23.15,1,1,1,有,有,有,7000,302,,0,0,303556,2773068
大安區,建物,臺北市大安區忠孝東路四段101~150號,0,住,,,10108,土地0建物1車位0,九層,12,辦公商業大樓,,鋼筋混凝土造,,252.87,5,2,2,有,有,無,130000,514,,0,0,305314,2770451
士林區,房地(土地+建物)+車位,臺北市士林區忠誠路二段10巷1~50號,45.51,住,,,10108,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810331,131.74,3,2,2,有,無,有,38000,343,坡道平面,35.61,0,303235,2777985
士林區,房地(土地+建物),臺北市士林區克強路10巷19弄1~50號,35.9,商,,,10108,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,700108,131.1,5,2,2,有,無,無,33000,252,,0,0,302811,2778027
北投區,房地(土地+建物),臺北市北投區榮華一路15巷1~50號,26.1,住,,,10108,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,721108,91.49,2,2,2,有,無,有,22500,246,,0,0,302856,2778232
內湖區,建物,臺北市內湖區港華街51巷1弄1~50號,5,,,,10108,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,701021,16.53,1,1,1,有,無,有,9000,544,,0,0,308138,2775074
文山區,建物,臺北市文山區新光路一段101~150號,22.5,住,,,10109,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,67.36,4,1,4,有,無,有,7000,104,,0,0,307941,2764918
文山區,房地(土地+建物)+車位,臺北市文山區木柵路四段149巷1~50號,18.33,商,,,10109,土地1建物1車位1,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,981130,110.39,2,2,1,有,無,無,23000,208,升降機械,17.68,0,308001,2765818
文山區,建物,臺北市文山區臺北市文山區興隆路二段203巷51~100號,0,,,,10108,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860623,78.03,2,2,1,有,有,無,15000,192,,0,0,305237,2766228
大同區,建物,臺北市大同區迪化街二段180巷1~50號,25.21,住,,,10108,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750912,92.09,3,1,1,有,無,無,16000,174,,0,0,301424,2773337
松山區,房地(土地+建物),臺北市松山區復興北路151~200號,4.13,商,,,10108,土地5建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,46.99,0,0,0,無,無,無,18000,383,,0,0,304951,2771894
信義區,建物,臺北市信義區和平東路三段1~50號,0,住,,,10109,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,72.44,3,1,1,有,無,有,17000,235,,0,0,306398,2768124
松山區,建物,臺北市松山區光復北路1~50號,0,工,,,10108,土地0建物1車位0,十層,12,廠辦,見使用執照,鋼筋混凝土造,820414,314,0,0,0,無,有,無,99750,318,升降機械,0,0,306334,2771415
松山區,建物,臺北市南港區玉成街51~100號,0,商,,,10108,土地0建物1車位0,四層,17,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,931216,214.97,3,2,2,有,有,有,90000,419,坡道平面,40.41,0,308761,2771166
中山區,建物,臺北市中山區中山北路二段16巷1~50號,103.3,住,,,10108,土地0建物0車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930629,131.01,3,2,2,有,有,有,82000,626,,0,0,302692,2771720
中山區,房地(土地+建物),臺北市中山區長春路151~200號,7.12,商,,,10110,土地1建物1車位0,一層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,831014,84.08,0,0,0,無,有,無,130000,1546,,0,0,303843,2771956
中山區,建物,臺北市中山區中山北路一段83巷1~50號,42.34,住,,,10108,土地0建物0車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970314,90.64,3,3,2,有,有,有,60000,662,,0,0,302909,2771376
內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路51~100號,22.66,商,,,10109,土地1建物1車位1,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961030,210.42,3,2,3,有,有,有,86700,412,坡道平面,35.93,0,310241,2774899
內湖區,房地(土地+建物),臺北市內湖區成功路二段501~550號,101.67,住,,,10110,土地1建物1車位0,三層,10,辦公商業大樓,商業用,鋼筋混凝土造,870122,156.56,0,0,0,無,無,有,44000,281,,0,0,309509,2774114
內湖區,房地(土地+建物),臺北市內湖區成功路三段187巷3弄1~50號,30.33,商,,,10109,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690603,99.09,2,2,2,有,無,無,30000,303,,0,0,309566,2774713
士林區,房地(土地+建物),臺北市士林區天母東路43巷4弄1~50號,32.55,住,,,10108,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690325,144.02,0,0,0,無,無,無,48000,333,,0,0,303731,2779023
士林區,建物,臺北市士林區中山北路六段290巷1~50號,0,,,,10108,土地0建物1車位0,地下層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,810903,83.1,0,0,0,無,無,有,23500,283,,0,0,303132,2777975
士林區,房地(土地+建物),臺北市士林區中山北路六段157巷1~50號,1.64,住,,,10108,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,971002,65.25,2,1,1,有,有,有,56000,858,,0,0,302833,2777684
北投區,房地(土地+建物),臺北市北投區稻香路161巷1~50號,8.24,住,,,10108,土地1建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930312,42.54,1,1,1,有,有,無,11000,259,,0,0,299286,2781558
士林區,建物,臺北市士林區福林路100巷77弄1~50號,85.11,,,,10108,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980316,216.66,4,2,2,有,有,有,70000,323,,0,0,303782,2776354
大安區,建物,臺北市大安區永康街14巷1~50號,0,,,,10108,土地0建物1車位0,一層,4,店面(店鋪),,鋼筋混凝土造,630706,102.56,0,0,0,無,無,無,80000,780,,0,0,303419,2769349
大安區,建物,臺北市大安區金華街199巷1弄1~50號,0,,,,10109,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,89.18,3,2,1,有,無,有,26000,292,,0,0,303320,2769247
大安區,建物,臺北市大安區金華街199巷1弄1~50號,0,,,,10109,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,99.98,3,2,1,有,無,有,26000,260,,0,0,303343,2769231
大安區,建物,臺北市大安區潮州街26巷3弄1~50號,0,住,,,10108,土地0建物1車位0,地下一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,781106,262.58,0,0,0,無,無,無,32500,124,其他,0,0,302738,2769103
大安區,建物,臺北市大安區臺北市大安區羅斯福路三段269巷1~50號,0,,,,10108,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,870909,100.99,3,2,2,有,無,無,30000,297,,0,0,303574,2768015
大安區,房地(土地+建物)+車位,臺北市大安區金山南路二段201~250號,55.43,住,,,10108,土地1建物1車位2,三層,7,辦公商業大樓,商業用,鋼筋混凝土造,830221,304.28,0,0,0,無,有,無,110000,362,升降機械,0,0,303078,2768918
士林區,房地(土地+建物)+車位,臺北市士林區德行西路1~50號,165.41,工,,,10110,土地1建物1車位1,八層,11,廠辦,見其他登記事項,鋼筋混凝土造,981109,418.84,0,0,0,無,有,無,128000,306,坡道平面,0,0,302816,2777626
北投區,建物,臺北市北投區自強街101~150號,4.04,住,,,10109,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680409,64.27,2,1,1,有,無,無,13000,202,,0,0,302067,2778146
中山區,建物,臺北市中山區民生東路三段1~50號,0,,,,10109,土地0建物1車位0,三層,12,辦公商業大樓,住家用,鋼筋混凝土造,690920,136.8,3,1,1,有,有,無,45000,329,,0,0,304364,2772335
中正區,房地(土地+建物),臺北市中正區漢口街一段51~100號,4.5,商,,,10108,土地1建物1車位0,七層,13,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,880923,48.22,1,1,1,有,有,有,13636,283,,0,0,301577,2770885
士林區,建物,臺北市士林區忠誠路二段151~200號,0,住,,,10107,土地0建物1車位1,十六層,25,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,841103,406.68,5,2,4,有,有,有,217245,534,坡道平面,0,0,303813,2778767
中山區,房地(土地+建物),臺北市中山區南京東路二段101~150號,0.62,商,,,10108,土地1建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,990917,45.35,1,1,1,有,有,有,28000,617,,0,0,303689,2771600
中山區,房地(土地+建物),臺北市中山區林森北路551~600號,9.36,商,,,10108,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,89.94,1,1,1,有,有,有,55000,612,,0,0,303100,2773172
中山區,房地(土地+建物),臺北市中山區松江路184巷26弄1~50號,31.56,住,,,10108,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971128,139.14,3,2,2,有,有,有,55000,395,,0,0,303582,2772145
中山區,房地(土地+建物),臺北市中山區撫順街1~50號,5.98,商,,,10108,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000630,63.45,1,0,1,有,有,有,38000,599,,0,0,302585,2772949
中山區,房地(土地+建物),臺北市中山區雙城街19巷1~50號,7.28,商,,,10108,土地1建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970312,68,1,1,1,有,有,有,45000,662,,0,0,302919,2773098
中山區,房地(土地+建物)+車位,臺北市中山區敬業一路1~50號,39.72,商,,,10108,土地1建物1車位1,二層,10,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,931005,181.47,2,2,2,有,有,有,86000,474,坡道平面,0,0,305750,2774816
中山區,房地(土地+建物),臺北市中山區松江路77巷1~50號,6.71,商,,,10108,土地1建物1車位0,十層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,931224,37.53,1,1,1,有,有,有,35000,933,,0,0,303824,2771382
中山區,房地(土地+建物),臺北市中山區民生東路二段101~150號,104.69,商,,,10108,土地1建物1車位0,九層,12,辦公商業大樓,商業用,鋼筋混凝土造,750203,302.95,4,0,0,有,有,無,110000,363,,0,0,303948,2772315
中山區,建物,臺北市中山區復興北路151~200號,691.93,商,,,10110,土地0建物1車位0,六層,12,辦公商業大樓,商業用,鋼筋混凝土造,720630,247.9,0,0,0,無,有,無,79200,319,升降平面,0,0,304872,2771814
中山區,建物,臺北市中山區新生北路一段102巷1~50號,1480,商,,,10109,土地0建物0車位0,七層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,761217,45.44,1,1,1,有,有,有,15000,330,,0,0,303366,2771250
中山區,建物,臺北市中山區雙城街19巷1~50號,0,住,,,10108,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970312,34,1,1,1,有,有,有,19000,559,,0,0,302906,2773112
中山區,建物,臺北市中山區建國北路一段51~100號,0,住,,,10108,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,961107,42.38,1,1,1,有,有,有,20000,472,,0,0,304222,2771452
中山區,建物,臺北市中山區民生東路一段51~100號,766,商,,,10109,土地0建物0車位0,七層,12,辦公商業大樓,住家用,鋼筋混凝土造,740706,75.63,1,0,1,有,有,無,21000,278,,0,0,302952,2772286
中山區,建物,臺北市中山區林森北路107巷51~100號,235,商,,,10109,土地0建物0車位0,五層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,751127,38.11,1,1,1,有,有,有,12000,315,,0,0,303171,2771393
中山區,建物,臺北市中山區雙城街19巷1~50號,0,住,,,10108,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970312,34,1,1,1,有,有,有,20000,588,,0,0,302930,2773087
松山區,房地(土地+建物),臺北市松山區八德路二段301~350號,6.97,商,,,10109,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980123,78.5,2,1,1,有,有,有,44640,569,,0,0,305027,2771168
大同區,建物,臺北市大同區鄭州路1~50號,0,,,,10110,土地0建物1車位0,一層,3,店面(店鋪),,磚造,,82.64,0,0,0,無,無,無,74000,895,,0,0,301906,2771348
大同區,建物,臺北市大同區重慶北路三段223巷1~50號,0,,,,10109,土地0建物1車位0,一層,4,辦公商業大樓,住家用,鋼筋混凝土造,640506,91.18,0,0,0,無,無,無,30000,329,,0,0,301986,2773662
中正區,建物,臺北市中正區鎮江街1~50號,0,住,,,10109,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,33.4,1,1,1,無,無,有,15000,449,,0,0,302632,2770710
信義區,建物,臺北市信義區忠孝東路五段751~800號,0,住,,,10108,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960103,41.79,0,0,0,無,有,有,15000,359,,0,0,308725,2770764
中山區,房地(土地+建物),臺北市中山區南京東路二段101~150號,12.95,住,,,10108,土地1建物1車位0,六層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,990917,38.88,1,1,1,無,有,有,31900,820,,0,0,303723,2771591
內湖區,房地(土地+建物),臺北市內湖區成功路四段201~250號,29.23,住,,,10110,土地1建物1車位0,一層,5,店面(店鋪),見使用執照,鋼筋混凝土造,730323,104.22,0,0,0,無,無,無,85000,816,,0,0,310074,2775265
中山區,建物,臺北市中山區松江路25巷1~50號,0,住,,,10108,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971118,30.7,1,1,1,有,有,有,20000,651,,0,0,303879,2771116
內湖區,房地(土地+建物),臺北市內湖區金龍路1~50號,29.91,住,,,10109,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730308,115.18,3,2,2,有,無,無,19000,165,,0,0,309931,2775301
士林區,建物,臺北市士林區天母西路1~50號,0,商,,,10108,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740214,166.43,4,2,2,有,無,有,45000,270,,0,0,303277,2779000
大安區,房地(土地+建物),臺北市大安區和平東路二段311巷51~100號,28.25,住,,,10108,土地1建物1車位0,十四層,19,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,740522,137.78,4,2,2,有,有,有,35000,254,,0,0,305071,2768778
大安區,房地(土地+建物),臺北市大安區復興南路二段151~200號,10,商,,,10108,土地1建物1車位0,一層,12,辦公商業大樓,商業用,鋼筋混凝土造,,108,0,0,0,無,有,無,72000,667,,0,0,304884,2768961
大安區,房地(土地+建物),臺北市大安區和平東路二段175巷1~50號,18.42,住,,,10109,土地1建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,600118,127.67,0,0,0,無,無,無,30000,235,,0,0,304706,2768843
大安區,建物,臺北市大安區和平東路三段101~150號,3.66,商,,,10108,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,930409,38.34,1,1,1,有,有,有,22000,574,,0,0,305697,2768544
大安區,建物,臺北市大安區延吉街101~150號,0,,,,10110,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,730904,53.21,0,1,1,無,無,有,60000,1128,,0,0,305950,2770392
大安區,建物,臺北市大安區通化街51~100號,87,商,,,10108,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,781002,254.91,0,0,0,無,無,無,300000,1177,,0,0,305936,2769227
北投區,建物,臺北市北投區行義路1~50號,0,住,,,10108,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931018,149.44,4,2,2,有,有,有,55000,368,,0,0,303117,2779668
內湖區,建物,臺北市內湖區內湖路一段651~700號,7.54,,,,10108,土地0建物1車位0,十一層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,991123,55.04,1,0,1,有,有,有,25000,454,,0,0,308065,2774780
中正區,建物,臺北市中正區寧波西街1~50號,41.63,,,,10108,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860610,41.63,1,1,1,有,有,無,14000,336,,0,0,302276,2769346
中山區,建物,臺北市中山區林森北路401~450號,41.31,商,,,10109,土地0建物1車位0,二層,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,981106,426.84,0,0,0,無,有,有,270000,633,,0,0,303001,2772624
中山區,房地(土地+建物),臺北市中山區龍江路120巷1~50號,2045,住,,,10108,土地1建物1車位0,七層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,771026,78.37,1,1,1,有,有,有,25000,319,,0,0,304544,2771223
中山區,建物,臺北市中山區林森北路485巷1~50號,793,商,,,10109,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,670606,52.23,2,1,1,有,有,有,16000,306,,0,0,303098,2772636
中山區,建物,臺北市中山區林森北路101~150號,31.51,商,,,10108,土地0建物1車位0,一層,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000128,298.12,0,2,1,無,有,無,160000,537,,0,0,302948,2771523
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段651~700號,18.43,其他,,,10109,土地1建物1車位0,十一層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,991123,131.75,3,2,2,有,無,有,58000,440,坡道平面,0,0,308057,2774788
信義區,建物,臺北市信義區莊敬路341巷1~50號,78.85,住,,,10108,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,550108,72.88,3,1,3,有,無,無,50000,686,,0,0,307001,2769016
